3	19158	14
3	19172	10
3	19182	19
3	19201	29
3	19230	29
3	19259	38
3	19297	10
3	19307	27
3	19334	21
3	19355	23
3	19378	24
3	19402	44
3	19446	116
3	19562	2
3	19564	10
3	19574	96
3	19670	1
3	19671	87
3	19758	25
3	19783	45
3	19828	10
3	19838	2
3	19840	34
3	19874	36
3	19910	82
3	19992	1
3	19993	22
3	20015	1
3	20016	80
3	20096	87
3	20183	42
3	20225	32
3	20257	12
3	20269	40
3	20309	51
3	20360	137
3	20497	7
3	20504	73
3	20577	4
3	20581	90
3	20671	100
3	20771	25
3	20796	124
3	20920	77
3	20997	22
3	21019	6
3	21025	18
3	21043	7
3	21050	2
3	21052	40
3	21092	4
3	21096	16
3	21112	8
3	21120	14
3	21134	4
3	21138	38
3	21176	20
3	21196	58
3	21254	11
3	21265	10
3	21275	7
3	21282	16
3	21298	43
3	21341	63
3	21404	34
3	21438	23
3	21461	5
3	21466	222
3	21688	89
3	21777	32
3	21809	42
3	21851	21
3	21872	2
3	21874	18
3	21892	50
3	21942	99
3	22041	14
3	22055	129
3	22184	13
3	22197	49
3	22246	16
3	22262	23
3	22285	2
3	22287	5
3	22292	100
3	22392	17
3	22409	9
3	22418	9
3	22427	42
3	22469	9
3	22478	32
3	22510	34
3	22544	2
3	22546	40
3	22586	39
3	22625	47
3	22672	28
3	22700	34
3	22734	4
3	22738	18
3	22756	92
3	22848	4
3	22852	5
3	22857	43
3	22900	53
3	22953	7
3	22960	126
3	23086	71
3	23157	3
3	23160	4
3	23164	37
3	23201	33
3	23234	35
3	23269	37
3	23306	77
3	23383	7
3	23390	17
3	23407	11
3	23418	47
3	23465	15
3	23480	117
3	23597	9
3	23606	10
3	23616	5
3	23621	7
3	23628	114
3	23742	8
3	23750	30
3	23780	10
3	23790	29
3	23819	47
3	23866	119
3	23985	16
3	24001	16
3	24017	17
3	24034	20
3	24054	85
3	24139	26
3	24165	33
3	24198	15
3	24213	5
3	24218	16
3	24234	7
3	24241	19
3	24260	2
3	24262	238
3	24500	22
3	24522	40
3	24562	3
3	24565	1
3	24566	1
3	24567	1
3	24568	22
3	24590	27
3	24617	10
3	24627	1
3	24628	63
3	24691	43
3	24734	54
3	24788	69
3	24857	26
3	24883	16
3	24899	57
3	24956	49
3	25005	1
3	25006	10
3	25016	7
3	25023	51
3	25074	27
3	25101	9
3	25110	32
3	25142	36
3	25178	11
3	25189	3
3	25192	42
3	25234	7
3	25241	31
3	25272	35
3	25307	16
3	25323	29
3	25352	6
3	25358	6
3	25364	20
3	25384	20
3	25404	76
3	25480	45
3	25525	8
3	25533	37
3	25570	62
3	25632	52
3	25684	55
3	25739	48
3	25787	6
3	25793	8
3	25801	2
3	25803	10
3	25813	73
3	25886	72
3	25958	5
3	25963	12
3	25975	43
3	26018	33
3	26051	36
3	26087	45
3	26132	1
3	26133	12
3	26145	55
3	26200	12
3	26212	48
3	26260	25
3	26285	54
3	26339	29
3	26368	45
3	26413	8
3	26421	61
3	26482	1
3	26483	25
3	26508	42
3	26550	21
3	26571	1
3	26572	23
3	26595	16
3	26611	5
3	26616	4
3	26620	25
3	26645	6
3	26651	22
3	26673	3
3	26676	17
3	26693	15
3	26708	30
3	26738	17
3	26755	1
3	26756	18
3	26774	56
3	26830	35
3	26865	47
3	26912	19
3	26931	37
3	26968	22
3	26990	42
3	27032	20
3	27052	4
3	27056	15
3	27071	7
3	27078	24
3	27102	1
3	27103	63
3	27166	198
3	27364	40
3	27404	8
3	27412	12
3	27424	98
3	27522	45
3	27567	1
3	27568	12
3	27580	28
3	27608	72
3	27680	39
3	27719	30
3	27749	6
3	27755	39
3	27794	13
3	27807	38
3	27845	8
3	27853	45
3	27898	124
3	28022	37
3	28059	61
3	28120	18
3	28138	64
3	28202	11
3	28213	89
3	28302	36
3	28338	10
3	28348	3
3	28351	110
3	28461	3
3	28464	38
3	28502	40
3	28542	8
3	28550	24
3	28574	94
3	28668	72
3	28740	62
3	28802	2
3	28804	8
3	28812	63
3	28875	3
3	28878	17
3	28895	47
3	28942	35
3	28977	15
3	28992	40
3	29032	8
3	29040	18
3	29058	71
3	29129	2
3	29131	55
3	29186	20
3	29206	128
3	29334	7
3	29341	20
3	29361	4
3	29365	45
3	29410	7
3	29417	15
3	29432	25
3	29457	31
3	29488	8
3	29496	24
3	29520	12
3	29532	6
3	29538	10
3	29548	155
3	29703	31
3	29734	26
3	29760	23
3	29783	32
3	29815	97
3	29912	13
3	29925	21
3	29946	14
3	29960	74
3	30034	70
3	30104	23
3	30127	31
3	30158	1
3	30159	31
3	30190	7
3	30197	18
3	30215	13
3	30228	42
3	30270	22
3	30292	24
3	30316	56
3	30372	22
3	30394	49
3	30443	18
3	30461	137
3	30598	28
3	30626	22
3	30648	31
3	30679	92
3	30771	11
3	30782	71
3	30853	62
3	30915	4
3	30919	27
3	30946	48
3	30994	40
3	31034	23
3	31057	24
3	31081	34
3	31115	6
3	31121	62
3	31183	88
3	31271	83
3	31354	9
3	31363	1
3	31364	93
3	31457	56
3	31513	4
3	31517	56
3	31573	10
3	31583	3
3	31586	26
3	31612	18
3	31630	24
3	31654	48
3	31702	2
3	31704	67
3	31771	3
3	31774	34
3	31808	42
3	31850	8
3	31858	51
3	31909	58
3	31967	11
3	31978	9
3	31987	55
3	32042	24
3	32066	30
3	32096	59
3	32155	7
3	32162	133
3	32295	125
3	32420	26
3	32446	27
3	32473	39
3	32512	22
3	32534	39
3	32573	5
3	32578	1
3	32579	26
3	32605	28
3	32633	18
3	32651	24
3	32675	7
3	32682	35
3	32717	20
3	32737	22
3	32759	52
3	32811	5
3	32816	105
3	32921	75
3	32996	18
3	33014	20
3	33034	24
3	33058	18
3	33076	41
3	33117	221
3	33338	5
3	33343	1
3	33344	102
3	33446	89
3	33535	2
3	33537	4
3	33541	40
3	33581	6
3	33587	12
3	33599	77
3	33676	1
3	33677	4
3	33681	163
3	33844	90
3	33934	54
3	33988	55
3	34043	11
3	34054	22
3	34076	8
3	34084	8
3	34092	18
3	34110	3
3	34113	24
3	34137	43
3	34180	12
3	34192	26
3	34218	1
3	34219	68
3	34287	8
3	34295	9
0	34304	
