3	1000	
3	0	29
3	29	73
3	102	85
3	187	22
3	209	19
3	228	5
3	233	77
3	310	77
3	387	11
3	398	8
3	406	14
3	420	6
3	426	12
3	438	1
3	439	53
3	492	3
3	495	59
3	554	48
3	602	28
3	630	10
3	640	52
3	692	55
3	747	109
3	856	13
3	869	29
3	898	4
3	902	23
3	925	36
3	961	74
3	1035	15
3	1050	10
3	1060	4
3	1064	55
3	1119	33
3	1152	31
3	1183	20
3	1203	36
3	1239	26
3	1265	3
3	1268	20
3	1288	33
3	1321	63
3	1384	22
3	1406	81
3	1487	94
3	1581	29
3	1610	25
3	1635	23
3	1658	65
3	1723	18
3	1741	15
3	1756	60
3	1816	33
3	1849	72
3	1921	1
3	1922	43
3	1965	7
3	1972	46
3	2018	33
3	2051	7
3	2058	20
3	2078	20
3	2098	45
3	2143	25
3	2168	61
3	2229	44
3	2273	9
3	2282	28
3	2310	3
3	2313	9
3	2322	124
3	2446	129
3	2575	4
3	2579	30
3	2609	7
3	2616	6
3	2622	55
3	2677	67
3	2744	16
3	2760	20
3	2780	3
3	2783	24
3	2807	5
3	2812	46
3	2858	59
3	2917	18
3	2935	30
3	2965	53
3	3018	60
3	3078	1
3	3079	77
3	3156	6
3	3162	50
3	3212	23
3	3235	100
3	3335	8
3	3343	87
3	3430	4
3	3434	30
3	3464	58
3	3522	30
3	3552	35
3	3587	30
3	3617	29
3	3646	20
3	3666	35
3	3701	31
3	3732	26
3	3758	75
3	3833	80
3	3913	53
3	3966	27
3	3993	32
3	4025	24
3	4049	6
3	4055	82
3	4137	64
3	4201	15
3	4216	13
3	4229	31
3	4260	24
3	4284	3
3	4287	106
3	4393	65
3	4458	86
3	4544	8
3	4552	5
3	4557	8
3	4565	12
3	4577	19
3	4596	3
3	4599	13
3	4612	57
3	4669	50
3	4719	32
3	4751	31
3	4782	37
3	4819	24
3	4843	61
3	4904	137
3	5041	8
3	5049	7
3	5056	52
3	5108	17
3	5125	81
3	5206	151
3	5357	57
3	5414	35
3	5449	6
3	5455	4
3	5459	29
3	5488	4
3	5492	73
3	5565	4
3	5569	55
3	5624	58
3	5682	22
3	5704	35
3	5739	15
3	5754	5
3	5759	3
3	5762	42
3	5804	2
3	5806	16
3	5822	3
3	5825	5
3	5830	37
3	5867	114
3	5981	40
3	6021	10
3	6031	3
3	6034	54
3	6088	16
3	6104	25
3	6129	261
3	6390	11
3	6401	14
3	6415	86
3	6501	7
3	6508	10
3	6518	5
3	6523	29
3	6552	31
3	6583	171
3	6754	2
3	6756	11
3	6767	23
3	6790	24
3	6814	33
3	6847	57
3	6904	6
3	6910	235
3	7145	4
3	7149	35
3	7184	39
3	7223	43
3	7266	64
3	7330	25
3	7355	10
3	7365	36
3	7401	11
3	7412	21
3	7433	23
3	7456	50
3	7506	52
3	7558	8
3	7566	5
3	7571	35
3	7606	15
3	7621	5
3	7626	20
3	7646	54
3	7700	10
3	7710	89
3	7799	12
3	7811	6
3	7817	21
3	7838	43
3	7881	15
3	7896	9
3	7905	38
3	7943	18
3	7961	124
3	8085	8
3	8093	32
3	8125	27
3	8152	24
3	8176	35
3	8211	34
3	8245	46
3	8291	6
3	8297	116
3	8413	43
3	8456	82
3	8538	60
3	8598	32
3	8630	49
3	8679	101
3	8780	67
3	8847	3
3	8850	3
3	8853	47
3	8900	14
3	8914	52
3	8966	77
3	9043	88
3	9131	36
3	9167	79
3	9246	28
3	9274	1
3	9275	20
3	9295	16
3	9311	33
3	9344	67
3	9411	65
3	9476	67
3	9543	16
3	9559	74
3	9633	79
3	9712	36
3	9748	17
3	9765	26
3	9791	38
3	9829	11
3	9840	66
3	9906	16
3	9922	16
3	9938	48
3	9986	26
3	10012	77
3	10089	71
3	10160	148
3	10308	67
3	10375	17
3	10392	35
3	10427	52
3	10479	23
3	10502	49
3	10551	47
3	10598	11
3	10609	14
3	10623	156
3	10779	113
3	10892	22
3	10914	1
3	10915	79
3	10994	2
3	10996	127
3	11123	2
3	11125	12
3	11137	1
3	11138	17
3	11155	17
3	11172	25
3	11197	15
3	11212	13
3	11225	8
3	11233	129
3	11362	10
3	11372	56
3	11428	5
3	11433	142
3	11575	21
3	11596	54
3	11650	5
3	11655	15
3	11670	36
3	11706	47
3	11753	2
3	11755	39
3	11794	161
3	11955	60
3	12015	46
3	12061	25
3	12086	7
3	12093	25
3	12118	6
3	12124	18
3	12142	37
3	12179	15
3	12194	48
3	12242	2
3	12244	59
3	12303	3
3	12306	3
3	12309	14
3	12323	62
3	12385	2
3	12387	11
3	12398	7
3	12405	28
3	12433	51
3	12484	18
3	12502	3
3	12505	87
3	12592	6
3	12598	18
3	12616	2
3	12618	19
3	12637	5
3	12642	40
3	12682	18
3	12700	126
3	12826	40
3	12866	27
3	12893	35
3	12928	34
3	12962	30
3	12992	33
3	13025	27
3	13052	17
3	13069	29
3	13098	9
3	13107	12
3	13119	35
3	13154	124
3	13278	11
3	13289	12
3	13301	11
3	13312	130
3	13442	38
3	13480	95
3	13575	124
3	13699	2
3	13701	23
3	13724	3
3	13727	18
3	13745	38
3	13783	48
3	13831	56
3	13887	15
3	13902	38
3	13940	18
3	13958	39
3	13997	9
3	14006	39
3	14045	14
3	14059	3
3	14062	83
3	14145	8
3	14153	7
3	14160	36
3	14196	37
3	14233	45
3	14278	33
3	14311	40
3	14351	2
3	14353	18
3	14371	26
3	14397	2
3	14399	3
3	14402	32
3	14434	9
3	14443	12
3	14455	16
3	14471	3
3	14474	30
3	14504	9
3	14513	7
3	14520	14
3	14534	33
3	14567	27
3	14594	2
3	14596	5
3	14601	67
3	14668	19
3	14687	55
3	14742	5
3	14747	6
3	14753	12
3	14765	6
3	14771	26
3	14797	30
3	14827	70
3	14897	73
3	14970	1
3	14971	78
3	15049	92
3	15141	63
3	15204	24
3	15228	42
3	15270	61
3	15331	30
3	15361	22
3	15383	53
3	15436	28
3	15464	3
3	15467	47
3	15514	29
3	15543	6
3	15549	26
3	15575	14
3	15589	25
3	15614	144
3	15758	7
3	15765	80
3	15845	33
3	15878	31
3	15909	13
3	15922	64
3	15986	40
3	16026	18
3	16044	57
3	16101	24
3	16125	28
3	16153	12
3	16165	25
3	16190	1
3	16191	10
3	16201	108
3	16309	57
3	16366	80
3	16446	12
3	16458	22
3	16480	41
3	16521	4
3	16525	53
3	16578	11
3	16589	38
3	16627	8
3	16635	7
3	16642	1
3	16643	23
3	16666	22
3	16688	8
3	16696	38
3	16734	100
3	16834	24
3	16858	16
3	16874	24
3	16898	39
3	16937	5
3	16942	1
3	16943	19
3	16962	24
3	16986	4
3	16990	9
3	16999	28
3	17027	13
3	17040	12
3	17052	35
3	17087	62
3	17149	108
3	17257	5
3	17262	4
3	17266	3
3	17269	17
3	17286	17
3	17303	2
3	17305	55
3	17360	50
3	17410	125
3	17535	8
3	17543	7
3	17550	16
3	17566	37
3	17603	40
3	17643	108
3	17751	88
3	17839	70
3	17909	18
3	17927	61
3	17988	71
3	18059	22
3	18081	35
3	18116	95
3	18211	19
3	18230	1
3	18231	13
3	18244	21
3	18265	13
3	18278	43
3	18321	22
3	18343	31
3	18374	13
3	18387	27
3	18414	3
3	18417	41
3	18458	46
3	18504	2
3	18506	90
3	18596	31
3	18627	2
3	18629	41
3	18670	26
3	18696	13
3	18709	11
3	18720	46
3	18766	12
3	18778	8
3	18786	34
3	18820	41
3	18861	17
3	18878	36
3	18914	12
3	18926	36
3	18962	24
3	18986	14
3	19000	3
3	19003	24
3	19027	3
3	19030	61
3	19091	14
3	19105	53
