1.500	54.000
1.500	0.000
1.500	7.000
1.500	13.000
1.500	17.000
1.500	27.000
1.500	30.000
1.500	31.000
1.500	41.000
1.500	56.000
1.500	71.000
1.500	95.000
1.500	98.000
1.500	103.000
1.500	126.000
1.500	127.000
1.500	156.000
1.500	176.000
1.500	180.000
1.500	188.000
1.500	198.000
1.500	212.000
1.500	222.000
1.500	223.000
1.500	228.000
1.500	253.000
1.500	269.000
1.500	281.000
1.500	291.000
1.500	293.000
1.500	315.000
1.500	328.000
1.500	350.000
1.500	353.000
1.500	363.000
1.500	371.000
1.500	379.000
1.500	384.000
1.500	390.000
1.500	397.000
1.500	419.000
1.500	427.000
1.500	437.000
1.500	444.000
1.500	446.000
1.500	455.000
1.500	456.000
1.500	470.000
1.500	473.000
1.500	484.000
1.500	489.000
0.000	493.000
