-2.500	36.000
-2.500	0.000
-2.500	6.000
-2.500	22.000
-2.500	27.000
-2.500	32.000
-2.500	37.000
-2.500	43.000
-2.500	62.000
-2.500	68.000
-2.500	71.000
-2.500	73.000
-2.500	98.000
-2.500	115.000
-2.500	132.000
-2.500	136.000
-2.500	137.000
-2.500	143.000
-2.500	156.000
-2.500	174.000
-2.500	177.000
-2.500	188.000
-2.500	189.000
-2.500	203.000
-2.500	212.000
-2.500	213.000
-2.500	235.000
-2.500	242.000
-2.500	252.000
-2.500	263.000
-2.500	265.000
-2.500	297.000
-2.500	312.000
-2.500	408.000
-2.500	420.000
-2.500	445.000
-2.500	472.000
0.000	488.000
