-1.500	48.000
-1.500	0.000
-1.500	9.000
-1.500	16.000
-1.500	50.000
-1.500	63.000
-1.500	101.000
-1.500	116.000
-1.500	130.000
-1.500	167.000
-1.500	170.000
-1.500	177.000
-1.500	185.000
-1.500	186.000
-1.500	223.000
-1.500	224.000
-1.500	225.000
-1.500	232.000
-1.500	237.000
-1.500	242.000
-1.500	255.000
-1.500	262.000
-1.500	272.000
-1.500	301.000
-1.500	317.000
-1.500	322.000
-1.500	324.000
-1.500	339.000
-1.500	343.000
-1.500	345.000
-1.500	354.000
-1.500	355.000
-1.500	359.000
-1.500	361.000
-1.500	367.000
-1.500	368.000
-1.500	395.000
-1.500	400.000
-1.500	404.000
-1.500	407.000
-1.500	410.000
-1.500	414.000
-1.500	419.000
-1.500	426.000
-1.500	436.000
-1.500	481.000
-1.500	484.000
0.000	498.000
