3.000	5000.000
3.000	0.000
3.000	33.000
3.000	47.000
3.000	93.000
3.000	151.000
3.000	172.000
3.000	202.000
3.000	203.000
3.000	235.000
3.000	254.000
3.000	337.000
3.000	351.000
3.000	385.000
3.000	392.000
3.000	471.000
3.000	496.000
3.000	583.000
3.000	600.000
3.000	622.000
3.000	745.000
3.000	774.000
3.000	808.000
3.000	829.000
3.000	847.000
3.000	863.000
3.000	872.000
3.000	895.000
3.000	994.000
3.000	1012.000
3.000	1052.000
3.000	1103.000
3.000	1181.000
3.000	1194.000
3.000	1197.000
3.000	1199.000
3.000	1217.000
3.000	1242.000
3.000	1255.000
3.000	1273.000
3.000	1281.000
3.000	1282.000
3.000	1309.000
3.000	1315.000
3.000	1332.000
3.000	1382.000
3.000	1444.000
3.000	1449.000
3.000	1460.000
3.000	1490.000
3.000	1491.000
3.000	1500.000
3.000	1511.000
3.000	1519.000
3.000	1565.000
3.000	1591.000
3.000	1608.000
3.000	1640.000
3.000	1651.000
3.000	1654.000
3.000	1707.000
3.000	1716.000
3.000	1719.000
3.000	1741.000
3.000	1826.000
3.000	1827.000
3.000	1862.000
3.000	1879.000
3.000	1914.000
3.000	1940.000
3.000	1981.000
3.000	2024.000
3.000	2032.000
3.000	2042.000
3.000	2043.000
3.000	2115.000
3.000	2123.000
3.000	2144.000
3.000	2168.000
3.000	2252.000
3.000	2268.000
3.000	2312.000
3.000	2331.000
3.000	2349.000
3.000	2427.000
3.000	2438.000
3.000	2517.000
3.000	2613.000
3.000	2741.000
3.000	2856.000
3.000	2956.000
3.000	2994.000
3.000	3004.000
3.000	3020.000
3.000	3036.000
3.000	3124.000
3.000	3129.000
3.000	3237.000
3.000	3249.000
3.000	3305.000
3.000	3355.000
3.000	3424.000
3.000	3489.000
3.000	3551.000
3.000	3579.000
3.000	3582.000
3.000	3607.000
3.000	3671.000
3.000	3687.000
3.000	3697.000
3.000	3708.000
3.000	3758.000
3.000	3782.000
3.000	3812.000
3.000	3866.000
3.000	3895.000
3.000	3899.000
3.000	3958.000
3.000	3983.000
3.000	4057.000
3.000	4084.000
3.000	4086.000
3.000	4101.000
3.000	4135.000
3.000	4165.000
3.000	4183.000
3.000	4293.000
3.000	4321.000
3.000	4365.000
3.000	4367.000
3.000	4423.000
3.000	4448.000
3.000	4468.000
3.000	4493.000
3.000	4536.000
3.000	4555.000
3.000	4572.000
3.000	4638.000
3.000	4713.000
3.000	4717.000
3.000	4722.000
3.000	4752.000
3.000	4769.000
3.000	4771.000
3.000	4780.000
3.000	4819.000
3.000	4828.000
3.000	4851.000
3.000	5002.000
3.000	5012.000
3.000	5078.000
3.000	5112.000
3.000	5117.000
3.000	5138.000
3.000	5142.000
3.000	5145.000
3.000	5167.000
3.000	5192.000
3.000	5215.000
3.000	5220.000
3.000	5279.000
3.000	5425.000
3.000	5490.000
3.000	5527.000
3.000	5536.000
3.000	5547.000
3.000	5551.000
3.000	5558.000
3.000	5599.000
3.000	5645.000
3.000	5658.000
3.000	5720.000
3.000	5726.000
3.000	5734.000
3.000	5790.000
3.000	5821.000
3.000	5840.000
3.000	5876.000
3.000	5896.000
3.000	6015.000
3.000	6034.000
3.000	6091.000
3.000	6116.000
3.000	6196.000
3.000	6262.000
3.000	6272.000
3.000	6298.000
3.000	6301.000
3.000	6325.000
3.000	6360.000
3.000	6483.000
3.000	6552.000
3.000	6558.000
3.000	6608.000
3.000	6632.000
3.000	6641.000
3.000	6695.000
3.000	6748.000
3.000	6760.000
3.000	6860.000
3.000	6904.000
3.000	6971.000
3.000	7009.000
3.000	7036.000
3.000	7052.000
3.000	7088.000
3.000	7121.000
3.000	7129.000
3.000	7141.000
3.000	7152.000
3.000	7212.000
3.000	7226.000
3.000	7385.000
3.000	7436.000
3.000	7521.000
3.000	7558.000
3.000	7570.000
3.000	7581.000
3.000	7588.000
3.000	7594.000
3.000	7637.000
3.000	7694.000
3.000	7697.000
3.000	7706.000
3.000	7711.000
3.000	7722.000
3.000	7738.000
3.000	7747.000
3.000	7757.000
3.000	7764.000
3.000	7791.000
3.000	7813.000
3.000	7821.000
3.000	7847.000
3.000	7913.000
3.000	7942.000
3.000	7955.000
3.000	7967.000
3.000	7985.000
3.000	8005.000
3.000	8087.000
3.000	8182.000
3.000	8201.000
3.000	8274.000
3.000	8285.000
3.000	8314.000
3.000	8407.000
3.000	8415.000
3.000	8453.000
3.000	8548.000
3.000	8617.000
3.000	8644.000
3.000	8717.000
3.000	8721.000
3.000	8792.000
3.000	8853.000
3.000	8861.000
3.000	8872.000
3.000	8888.000
3.000	8943.000
3.000	8955.000
3.000	8958.000
3.000	8973.000
3.000	8990.000
3.000	9012.000
3.000	9025.000
3.000	9036.000
3.000	9126.000
3.000	9129.000
3.000	9132.000
3.000	9164.000
3.000	9177.000
3.000	9188.000
3.000	9194.000
3.000	9216.000
3.000	9223.000
3.000	9230.000
3.000	9255.000
3.000	9265.000
3.000	9283.000
3.000	9313.000
3.000	9330.000
3.000	9345.000
3.000	9347.000
3.000	9487.000
3.000	9517.000
3.000	9524.000
3.000	9526.000
3.000	9529.000
3.000	9532.000
3.000	9576.000
3.000	9596.000
3.000	9606.000
3.000	9647.000
3.000	9648.000
3.000	9667.000
3.000	9705.000
3.000	9787.000
3.000	9791.000
3.000	9907.000
3.000	10010.000
3.000	10056.000
3.000	10107.000
3.000	10217.000
3.000	10303.000
3.000	10343.000
3.000	10348.000
3.000	10447.000
3.000	10553.000
3.000	10609.000
3.000	10618.000
3.000	10621.000
3.000	10641.000
3.000	10656.000
3.000	10675.000
3.000	10723.000
3.000	10732.000
3.000	10745.000
3.000	10774.000
3.000	10779.000
3.000	10782.000
3.000	10793.000
3.000	10794.000
3.000	10799.000
3.000	10846.000
3.000	10850.000
3.000	10864.000
3.000	10913.000
3.000	10942.000
3.000	11034.000
3.000	11036.000
3.000	11068.000
3.000	11078.000
3.000	11198.000
3.000	11304.000
3.000	11356.000
3.000	11357.000
3.000	11381.000
3.000	11411.000
3.000	11453.000
3.000	11456.000
3.000	11500.000
3.000	11522.000
3.000	11586.000
3.000	11753.000
3.000	11765.000
3.000	11794.000
3.000	11845.000
3.000	11850.000
3.000	11908.000
3.000	11922.000
3.000	11978.000
3.000	12118.000
3.000	12153.000
3.000	12237.000
3.000	12250.000
3.000	12278.000
3.000	12288.000
3.000	12315.000
3.000	12381.000
3.000	12382.000
3.000	12438.000
3.000	12456.000
3.000	12475.000
3.000	12478.000
3.000	12501.000
3.000	12543.000
3.000	12552.000
3.000	12591.000
3.000	12703.000
3.000	12717.000
3.000	12739.000
3.000	12757.000
3.000	12858.000
3.000	12863.000
3.000	12890.000
3.000	12898.000
3.000	12908.000
3.000	12912.000
3.000	12923.000
3.000	12940.000
3.000	12959.000
3.000	12978.000
3.000	13001.000
3.000	13022.000
3.000	13047.000
3.000	13159.000
3.000	13190.000
3.000	13302.000
3.000	13371.000
3.000	13427.000
3.000	13459.000
3.000	13480.000
3.000	13499.000
3.000	13502.000
3.000	13527.000
3.000	13579.000
3.000	13608.000
3.000	13613.000
3.000	13637.000
3.000	13641.000
3.000	13693.000
3.000	13770.000
3.000	13793.000
3.000	13864.000
3.000	13917.000
3.000	13926.000
3.000	13931.000
3.000	13940.000
3.000	13946.000
3.000	13979.000
