1.500	53.000
1.500	0.000
1.500	34.000
1.500	48.000
1.500	52.000
1.500	57.000
1.500	73.000
1.500	83.000
1.500	103.000
1.500	104.000
1.500	108.000
1.500	118.000
1.500	124.000
1.500	125.000
1.500	135.000
1.500	141.000
1.500	142.000
1.500	146.000
1.500	150.000
1.500	176.000
1.500	224.000
1.500	227.000
1.500	231.000
1.500	232.000
1.500	263.000
1.500	271.000
1.500	280.000
1.500	290.000
1.500	301.000
1.500	306.000
1.500	328.000
1.500	338.000
1.500	347.000
1.500	358.000
1.500	369.000
1.500	375.000
1.500	379.000
1.500	383.000
1.500	396.000
1.500	415.000
1.500	420.000
1.500	424.000
1.500	430.000
1.500	432.000
1.500	437.000
1.500	451.000
1.500	460.000
1.500	462.000
1.500	483.000
1.500	491.000
0.000	499.000
