1.500	48.000
1.500	0.000
1.500	9.000
1.500	22.000
1.500	33.000
1.500	48.000
1.500	51.000
1.500	68.000
1.500	78.000
1.500	88.000
1.500	125.000
1.500	138.000
1.500	140.000
1.500	149.000
1.500	150.000
1.500	152.000
1.500	162.000
1.500	173.000
1.500	186.000
1.500	188.000
1.500	197.000
1.500	198.000
1.500	200.000
1.500	210.000
1.500	235.000
1.500	237.000
1.500	251.000
1.500	255.000
1.500	258.000
1.500	285.000
1.500	286.000
1.500	294.000
1.500	304.000
1.500	324.000
1.500	339.000
1.500	368.000
1.500	377.000
1.500	380.000
1.500	396.000
1.500	406.000
1.500	407.000
1.500	422.000
1.500	437.000
1.500	450.000
1.500	468.000
0.000	501.000
