1.000	90.000
1.000	0.000
1.000	10.000
1.000	11.000
1.000	14.000
1.000	16.000
1.000	20.000
1.000	22.000
1.000	23.000
1.000	26.000
1.000	41.000
1.000	49.000
1.000	50.000
1.000	59.000
1.000	61.000
1.000	65.000
1.000	66.000
1.000	68.000
1.000	69.000
1.000	71.000
1.000	78.000
1.000	79.000
1.000	98.000
1.000	100.000
1.000	104.000
1.000	106.000
1.000	108.000
1.000	118.000
1.000	125.000
1.000	129.000
1.000	132.000
1.000	133.000
1.000	134.000
1.000	142.000
1.000	144.000
1.000	157.000
1.000	162.000
1.000	167.000
1.000	175.000
1.000	181.000
1.000	182.000
1.000	185.000
1.000	189.000
1.000	201.000
1.000	203.000
1.000	211.000
1.000	232.000
1.000	240.000
1.000	254.000
1.000	261.000
1.000	274.000
1.000	278.000
1.000	285.000
1.000	292.000
1.000	295.000
1.000	297.000
1.000	303.000
1.000	317.000
1.000	327.000
1.000	332.000
1.000	336.000
1.000	339.000
1.000	348.000
1.000	356.000
1.000	361.000
1.000	363.000
1.000	369.000
1.000	371.000
1.000	390.000
1.000	392.000
1.000	393.000
1.000	394.000
1.000	396.000
1.000	397.000
1.000	404.000
1.000	405.000
1.000	427.000
1.000	445.000
1.000	447.000
1.000	450.000
1.000	456.000
1.000	460.000
1.000	477.000
1.000	482.000
1.000	487.000
0.000	495.000
